professor_name,school_name,department_name,post_date,student_star,student_difficult,comments,gender
Elena  Pezzoli,University of Washington,Mathematics department,03/08/2018,2,4,She said the best way to study for her exams was to look at her old midterms and her old midterms seemed super easy but this year she pulled a 180 and made the exams super hard and I had to fight for points with my ta because her grading criteria was super strict. She puts unnecessary confusing word problems but the average is still pretty high.,F
Elena  Pezzoli,University of Washington,Mathematics department,02/23/2018,1,4,her old midterms seemed really easy but this quarter they became much harder. I\'m not sure why but I don\'t think the ratings on here conveys the difficulty of her class now. Her notes are really unorganized and confusing. Had to SNS the class... if you have a background in calc it might be an easy A but I wouldn\'t suggest taking it,F
Elena  Pezzoli,University of Washington,Mathematics department,02/22/2018,5,4,"Ms Pezzoli is a great professor! Her lecture was clear and sensible. Especially I love that she teaches kind of slowly, so that it\'s easy to catch up and understand. Review sessions before midterms are really useful. I would love to take her class again.",F
Elena  Pezzoli,University of Washington,Mathematics department,01/04/2018,4,3,She has an accent and writes her a\'s as e\'s but she\'s very adorable.,F
Elena  Pezzoli,University of Washington,Mathematics department,12/25/2017,4,3,Her accent was a little strong and handwriting was bad at first but I got use to it after a while. Her examples from class are similar to the hw we do or her midterms. Overall she isn\'t that bad. She isn\'t as good as Loveless but she does a decent job at teaching and prepares you well for the tests.,F
Elena  Pezzoli,University of Washington,Mathematics department,12/17/2017,2,3,"Couldn\'t understand her accent and couldn\'t decipher her handwriting. Only survived because of the lecture slides another professor posted. Course material was easy to learn, but application on the tests was whack.",F
Elena  Pezzoli,University of Washington,Mathematics department,12/16/2017,5,4,"Professor Pezzoli is very sweet! It took me a little while to adjust to her teaching style, but once I got used to it I learned a lot. In class she\'s really good about explaining things in depth, and if you don\'t understand still she\'s very helpful in office hours.",F
Elena  Pezzoli,University of Washington,Mathematics department,12/13/2017,3,4,Pretty heavy accent but very approachable outside of class. Tests are relatively easier to other professors but ALL professors come together to craft the final so be prepared for a harder final. Handwriting is impossible to decipher - so take your own notes. TAs/quiz sections were extremely useful,F
Elena  Pezzoli,University of Washington,Mathematics department,12/13/2017,5,4,"Dr. Pezzoli is a great professor. She is very accessible outside class and actually cares a lot about your learning but she has a strong accent, so it might be little hard to follow her lecture. Her tests are comparatively easier than other professors. Make sure to start preparing for the final early because it is a lot harder than the midterms.",F
Elena  Pezzoli,University of Washington,Mathematics department,10/18/2017,5,2,"Once you get used to her accent her lectures are very easy to follow. Very friendly professor who is helpful outside of class. Exams are easy if you pay attention - all of her practice questions are almost identical to what you are given on exams and in review sessions, questions similar to what will be on the exam are always covered.",F
Elena  Pezzoli,University of Washington,Mathematics department,06/13/2017,3,3,"At first I found her accent and handwriting very difficult to understand, but I got used to it after a few weeks and could understand her just fine. The only issue is going back through lecture slides is difficult bc of her handwriting. Lectures are a tad dry as well. She tells you almost exactly what\'s on exams though, which is incredibly helpful.",F
Elena  Pezzoli,University of Washington,Mathematics department,03/25/2017,4,3,"Go to class and read the textbook or you will struggle. Also, be aware that Dr. Pezzoli has an Italian accent, so if accents are hard for you to understand she may not be the professor for you. Personally, I found her easy to understand.",F
Elena  Pezzoli,University of Washington,Mathematics department,03/14/2017,4,3,"She is a pretty good professor. I am really poor at math, but she teaches with patience so that I can easily understand her. Homework is definitely helpful, sometimes is heavy, but you will finish it, so no worries. Overall, she is a good professor I think.",F
Elena  Pezzoli,University of Washington,Mathematics department,03/10/2017,2,4,"She does not go step by step but clicks through slides, and she has terrible hand writing so it is hard to follow. You do not miss much from lectures because she is hard to follow. It is a hard class",F
Elena  Pezzoli,University of Washington,Mathematics department,02/22/2017,1,5,"The worst professor I\'ve ever had. All she does is point with her laser at the slide and basically say ""this goes to this so that goes to that"". Math should be done step by step. She also just drones on and on and repeats herself, and her accent is hard to understand. Handwriting is atrocious as well. Try your best to get a different professor.",F
Elena  Pezzoli,University of Washington,Mathematics department,02/21/2017,3,4,"Despite what people may say, her accent is not bad. Her handwriting is terrible. Her lectures are pretty boring and not engaging, and can be very confusing. She often skips over important slides too quickly. Lots of homework, which is often quite difficult. The tests are slightly more difficult than homework, but still doable.",F
Elena  Pezzoli,University of Washington,Mathematics department,05/23/2016,1,5,"Really bad professor. She just stands there and points at things with her laser pointer. Math should be done in front of class, as you\'re explaining. Nope... Just stands there with a Word doc full of calculations that have been prepared beforehand, and just talks, and talks, and talks. Should not be teaching at all. Relied on my TA for EVERYTHING.",F
Elena  Pezzoli,University of Washington,Mathematics department,04/20/2016,3,3,"Just a fair warning! Has awful handwriting, like so unbelievably bad you won\'t be able to follow her notes at all, even if you think you\'re good at it. Accent isn\'t that bad though. Don\'t take her class if you just want to review her notes, all her letters look like other letters.",F
Elena  Pezzoli,University of Washington,Mathematics department,01/26/2016,3.5,3,"Lectures can be confusing sometimes because of her accent, but she\'s always able and willing to answer any questions. The homework will take a lot of your time, but it will really help when exam time comes and surprises you. Tests will require you to know more than the class material, but she\'s very generous with grading.",F
